"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_310","fixed",NA,"carrierper",-0.0289437562199278,0.265900183714951,-0.108851960218861,38.6591748696224,0.913882956068593,0.928767043300981
"CARD_326","fixed",NA,"(Intercept)",-1.80134093699371,0.106627763227546,-16.8937327621664,33.7722243869781,4.84761886663529e-18,1.01507187006054e-17
"CARD_326","fixed",NA,"carrierper",-0.330986058424195,0.225118809825061,-1.47027278032166,35.7169439321662,0.150243010946791,0.209267050961601
"CARD_347","fixed",NA,"(Intercept)",-4.12798700925907,0.0760666572944794,-54.2680217073068,31.9634434794458,4.76928282294959e-33,4.13337844655631e-32
"CARD_347","fixed",NA,"carrierper",0.298628689168224,0.162917391332443,1.83300681852223,35.9350127685839,0.075096799744744,0.122671212148482
"CARD_348","fixed",NA,"(Intercept)",-4.66414809199325,0.0772445305492142,-60.381596714108,29.9047874914601,8.26683040834561e-33,6.97094888487521e-32
"CARD_348","fixed",NA,"carrierper",-0.031074533316449,0.166419890942784,-0.18672367311629,34.632005597092,0.852966851479853,0.881210786959318
"CARD_358","fixed",NA,"(Intercept)",-3.11352991142255,0.129429599793305,-24.0557794847142,35.9708298109346,9.18546901911145e-24,2.34907076554326e-23
"CARD_358","fixed",NA,"carrierper",0.281889851724163,0.273718417584394,1.02985343190233,38.2162572689241,0.309552909740014,0.375799641396438
"CARD_365","fixed",NA,"(Intercept)",-1.8935217535195,0.205889975391261,-9.19676516508959,36.9408476068134,4.33801179405573e-11,8.7886992191259e-11
"CARD_365","fixed",NA,"carrierper",0.372264617065804,0.4301449806542,0.86543987215574,37.4653387678724,0.39230555763454,0.46363384084082
"CARD_366","fixed",NA,"(Intercept)",-2.62944959230976,0.23164725667772,-11.3510931664863,37.0210598222599,1.28914604680166e-13,2.62884684053672e-13
"CARD_366","fixed",NA,"carrierper",0.002014958612224,0.483580250344083,0.00416675124922966,37.4341922675719,0.99669754959825,0.99669754959825
"CARD_386","fixed",NA,"(Intercept)",-4.69894241460242,0.103421579355268,-45.4348352045646,35.5638932570114,4.28294781099017e-33,3.81794204865409e-32
"CARD_386","fixed",NA,"carrierper",0.481161325604183,0.222250753964818,2.16494800139283,40.2728882510327,0.0363728918819266,0.0655973541454399
"CARD_388","fixed",NA,"(Intercept)",-4.00180541092457,0.136246647741255,-29.3717715427713,37.860614145159,1.16027046050968e-27,4.46918992196322e-27
"CARD_388","fixed",NA,"carrierper",0.967109073417819,0.288721116866473,3.34963054976365,40.4580356936209,0.00176064768448971,0.0034119383699428
"CARD_389","fixed",NA,"(Intercept)",-4.11622459686187,0.0593363274838883,-69.371071170179,32.2123320178907,1.19967332199717e-36,1.49719230585246e-35
"CARD_389","fixed",NA,"carrierper",0.0628061706942808,0.124995224498414,0.502468561869561,33.8077228376588,0.618595382475507,0.667826156859371
"CARD_390","fixed",NA,"(Intercept)",-2.50284305827647,0.0466990301993321,-53.5951827606104,42.4479905937211,1.27349598261446e-40,2.33723968573948e-39
"CARD_390","fixed",NA,"carrierper",0.09093460035671,0.0982759959569987,0.925298181628187,44.0840510579608,0.359848568976953,0.435165711320967
"CARD_398","fixed",NA,"(Intercept)",-4.22237294520445,0.039373349958842,-107.239362401681,30.4766299162342,7.48549567503154e-41,1.45967165663115e-39
"CARD_398","fixed",NA,"carrierper",0.13909671483488,0.0834529800126178,1.66676749966088,32.8502416620356,0.105068741750348,0.159133239932566
"CARD_399","fixed",NA,"(Intercept)",-5.04637994818307,0.0973471477696535,-51.8390118642614,31.8086653034517,2.65717846966145e-32,2.12383845117248e-31
"CARD_399","fixed",NA,"carrierper",0.184338473413893,0.207182624407956,0.889739059637159,34.8278596784504,0.379710853481249,0.454655528506055
"CARD_400","fixed",NA,"(Intercept)",-3.75216771756759,0.069611614396871,-53.9014609857439,26.9222452747345,5.79592286632496e-29,2.5469407525259e-28
"CARD_400","fixed",NA,"carrierper",0.205649202803724,0.149982969567461,1.37115036058294,31.3880063650883,0.180052516212016,0.242079569880792
"CARD_401","fixed",NA,"(Intercept)",-3.25102554549482,0.186595824955597,-17.4228203994835,36.6874084793584,2.4935507298407e-19,5.36543329455378e-19
"CARD_401","fixed",NA,"carrierper",-0.193704370430882,0.390101038803086,-0.496549229976954,37.3072504891704,0.622420257529946,0.669638346032217
"CARD_408","fixed",NA,"(Intercept)",-3.52551664629174,0.0840128691361902,-41.964007211522,36.5116032650901,1.69378839402344e-32,1.39068941825083e-31
"CARD_408","fixed",NA,"carrierper",0.28906375462078,0.177173153088995,1.63153248435773,38.3634112815757,0.11096132663727,0.163301575051076
"CARD_412","fixed",NA,"(Intercept)",-2.03589686321876,0.114169352719453,-17.8322537066628,36.9611765160917,9.59368750194945e-20,2.09316818224352e-19
"CARD_412","fixed",NA,"carrierper",-0.638245229753157,0.2403920069037,-2.65501851735377,38.5964318937578,0.0114618938493949,0.0215428366325977
"CARD_431","fixed",NA,"(Intercept)",-4.30344880833695,0.0700971261792651,-61.3926567735657,32.908715997553,1.59002318481775e-35,1.71064563332117e-34
"CARD_431","fixed",NA,"carrierper",0.00186319522320332,0.149463037320268,0.0124659264030001,36.2554356665033,0.990122233497136,0.993305906273654
"CARD_437","fixed",NA,"(Intercept)",-4.68427689221861,0.0699105218512537,-67.003889660346,35.1765651457296,1.06593398073448e-38,1.75037579994294e-37
"CARD_437","fixed",NA,"carrierper",-0.0766257104665853,0.146623198333527,-0.522602912345994,36.2277900880969,0.604432119609743,0.654801462910555
"CARD_438","fixed",NA,"(Intercept)",-3.00871939875723,0.177201599932409,-16.9790758091624,37.1481572633055,4.2887019068408e-19,9.1648972255776e-19
"CARD_438","fixed",NA,"carrierper",-0.0790502483410629,0.37317871510291,-0.211829467067176,38.8128898300337,0.833348536399331,0.866682477855305
"CARD_448","fixed",NA,"(Intercept)",-3.52703163077007,0.133233527637661,-26.472553067589,36.6956027096122,1.64953275604237e-25,4.94859826812712e-25
"CARD_448","fixed",NA,"carrierper",0.571210095874219,0.280093438165393,2.03935550798917,38.1024868619599,0.0483938214889882,0.0834191840031178
