"PWY","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"PWY_075","fixed",NA,"(Intercept)",-3.28773079411745,0.0189185011472775,-173.783893793857,35.4032460202606,1.70826266087766e-53,4.42250222204993e-52
"PWY_075","fixed",NA,"carrierper",0.0532434310907204,0.0401025706904773,1.32768124771022,37.9753731504969,0.192209485859551,0.307271425079077
"PWY_076","fixed",NA,"(Intercept)",-5.82837811967928,0.147212486315211,-39.591601674328,34.9367527743327,1.2825130807882e-30,2.82577350187849e-30
"PWY_076","fixed",NA,"carrierper",0.388862008803847,0.310652864076883,1.25175735932571,36.8437416043184,0.218547305347163,0.340666269565488
"PWY_077","fixed",NA,"(Intercept)",-5.41260102185741,0.159307229944994,-33.9758655255401,35.1401082217445,1.80980890990521e-28,3.67481896303192e-28
"PWY_077","fixed",NA,"carrierper",0.391884474362841,0.33534750878287,1.16859217408583,36.7037842905008,0.250102241379851,0.37792243567036
"PWY_078","fixed",NA,"(Intercept)",-5.09355476300648,0.0843758052553066,-60.367480317305,41.2068179947605,7.69449212734519e-42,4.34622221980953e-41
"PWY_078","fixed",NA,"carrierper",0.244961331359352,0.178949205101089,1.3688875076085,44.0076943530517,0.1779814293059,0.28798384047413
"PWY_079","fixed",NA,"(Intercept)",-5.96956927699619,0.139715432449478,-42.7266277771771,34.0742495075451,3.48984948510947e-31,8.13134930030507e-31
"PWY_079","fixed",NA,"carrierper",0.730751795367605,0.298527184507438,2.44785678923455,37.7963659925623,0.019128262165657,0.0363827353844742
"PWY_080","fixed",NA,"(Intercept)",-6.0264064826027,0.0986264555813375,-61.1033464305397,31.8292385416669,1.43878844225704e-34,4.39066924152469e-34
"PWY_080","fixed",NA,"carrierper",0.712288530723513,0.209214151766213,3.40459058199591,34.3750003461294,0.00170025714904485,0.0033859821857047
"PWY_081","fixed",NA,"(Intercept)",-4.75019452534931,0.124643423697567,-38.1102699559595,36.3378661150274,6.71797580194633e-31,1.52711059693024e-30
"PWY_081","fixed",NA,"carrierper",0.196413684383327,0.262607420588375,0.747936535621346,38.0491532175055,0.459096526174062,0.566725778005597
